checking_status,duration,credit_history,purpose,loan_amt,savings_status,emp_length,rate_inc_perc,other_debtors,resid_length,property_type,age,external_credit,housing,internal_credit,job_type,dependent_count,has_phone,foreign_ind,target,female,married
,24,existing_current,car (new),2255,,1,4,none,1,agreement,54,none,own,1,skilled,1,0,1,0,0,0
0.0,6,current_other,car (new),609,100.0,7,4,none,3,agreement,37,none,own,2,skilled,1,0,0,0,1,1
0.0,6,current_other,car (new),1361,100.0,1,2,none,4,real_estate,40,none,own,1,unskilled_nonresid,2,0,0,0,0,0
,36,current_other,furniture/equipment,7127,100.0,1,2,none,4,agreement,23,none,rent,2,skilled,1,1,1,1,1,1
0.0,6,existing_current,car (new),1203,500.0,10,3,none,2,agreement,43,none,own,1,skilled,1,1,1,0,0,0
,6,current_other,radio/television,700,,10,4,none,4,no_property,36,none,for free,2,skilled,1,0,1,0,0,0
,24,current_other,repairs,5507,100.0,10,3,none,4,no_property,44,none,for free,2,skilled,1,0,1,0,0,0
0.0,18,existing_current,radio/television,3190,100.0,4,2,none,2,real_estate,24,none,own,1,skilled,1,0,1,1,1,1
,24,existing_current,car (used),3488,500.0,7,3,none,4,car,23,none,own,1,skilled,1,0,1,0,1,1
100.0,18,existing_current,radio/television,1113,100.0,4,4,guarantor,4,real_estate,26,none,own,1,unskilled_nonresid,2,0,1,0,1,1
100.0,26,existing_current,car (used),7966,100.0,1,2,none,3,car,30,none,own,2,skilled,1,0,1,0,0,0
,15,current_other,education,1532,500.0,4,4,none,3,car,31,none,own,1,skilled,1,0,1,0,1,1
,4,current_other,radio/television,1503,100.0,7,2,none,1,real_estate,42,none,own,2,unskilled_nonresid,2,0,1,0,0,0
0.0,36,existing_current,radio/television,2302,100.0,4,4,none,4,car,31,none,rent,1,skilled,1,0,1,1,1,1
0.0,6,existing_current,car (new),662,100.0,1,3,none,4,real_estate,41,none,own,1,unskilled_nonresid,2,1,1,0,0,0
100.0,15,existing_current,car (new),2631,500.0,4,2,none,4,car,28,none,rent,2,skilled,1,1,1,1,1,1
,12,delinquent,car (used),1503,100.0,4,4,none,4,real_estate,41,none,rent,1,skilled,1,0,1,0,0,1
,24,existing_current,radio/television,1311,500.0,7,4,none,3,agreement,26,none,own,1,skilled,1,1,1,0,0,1
,24,existing_current,radio/television,3105,,1,4,none,2,car,25,none,own,2,skilled,1,0,1,0,0,0
200.0,21,current_other,education,2319,100.0,1,2,none,1,car,33,none,rent,1,skilled,1,0,1,1,1,1
0.0,6,existing_current,car (new),1374,,0,4,none,3,agreement,75,none,own,1,management,1,1,1,0,1,1
100.0,18,current_other,furniture/equipment,3612,100.0,10,3,none,4,agreement,37,none,own,1,skilled,1,1,1,0,1,1
200.0,18,existing_current,furniture/equipment,3049,100.0,1,1,none,1,agreement,45,stores,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,12,existing_current,radio/television,1534,100.0,1,1,none,1,real_estate,23,none,rent,1,skilled,1,0,1,1,0,1
,24,delinquent,car (new),2032,100.0,10,4,none,4,no_property,60,none,for free,2,skilled,1,1,1,0,0,0
0.0,30,existing_current,furniture/equipment,6350,,10,4,none,4,agreement,31,none,own,1,skilled,1,0,1,1,0,0
200.0,18,existing_current,furniture/equipment,2864,100.0,4,2,none,1,real_estate,34,none,own,1,unskilled_nonresid,2,0,1,1,0,0
,12,current_other,car (new),1255,100.0,10,4,none,4,real_estate,61,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,24,current_other,car (new),2022,100.0,4,4,none,4,car,37,none,own,1,skilled,1,1,1,0,1,1
,24,existing_current,radio/television,1552,100.0,7,3,none,1,car,32,bank,own,1,skilled,2,0,1,0,0,0
0.0,12,current_bank,radio/television,626,100.0,4,4,none,4,real_estate,24,bank,own,1,unskilled_nonresid,1,0,1,1,1,1
,48,current_other,car (used),8858,,7,2,none,1,no_property,35,none,for free,2,skilled,1,1,1,0,0,0
,12,current_other,repairs,996,,7,4,none,4,real_estate,23,none,own,2,skilled,1,0,1,0,1,1
,6,current_bank,radio/television,1750,1000.0,10,2,none,4,agreement,45,bank,own,1,unskilled_nonresid,2,0,1,0,0,0
0.0,48,existing_current,radio/television,6999,100.0,7,1,guarantor,1,real_estate,34,none,own,2,skilled,1,1,1,1,0,1
100.0,12,current_other,car (new),1995,500.0,1,4,none,1,car,27,none,own,1,skilled,1,0,1,0,0,0
100.0,9,existing_current,education,1199,100.0,7,4,none,4,agreement,67,none,own,2,management,1,1,1,0,1,1
100.0,12,existing_current,radio/television,1331,100.0,1,2,none,1,car,22,stores,own,1,skilled,1,0,1,1,0,0
,21,no_credit,car (new),5003,,4,1,none,4,agreement,29,bank,own,2,skilled,1,1,1,1,1,1
100.0,18,current_other,furniture/equipment,1928,100.0,1,2,none,2,real_estate,31,none,own,2,unskilled_nonresid,1,0,1,1,0,0
0.0,24,existing_current,car (used),2964,,10,4,none,4,no_property,49,bank,for free,1,skilled,2,1,1,0,0,0
0.0,24,current_bank,radio/television,1546,100.0,7,4,guarantor,4,car,24,bank,rent,1,unskilled_nonresid,1,0,1,1,0,0
200.0,6,delinquent,radio/television,683,100.0,1,2,none,1,agreement,29,bank,own,1,skilled,1,0,1,0,1,1
100.0,24,delinquent,business,4712,,4,4,none,2,agreement,37,bank,own,2,management,1,1,1,0,0,0
100.0,24,delinquent,radio/television,1553,500.0,7,3,none,2,agreement,23,none,rent,2,skilled,1,1,1,0,1,1
0.0,12,existing_current,car (new),1372,100.0,7,2,none,3,car,36,none,own,1,skilled,1,0,1,1,1,1
,24,current_other,radio/television,2578,1500.0,10,2,none,2,car,34,none,own,1,skilled,1,0,1,0,0,0
100.0,48,existing_current,radio/television,3979,,7,4,none,1,car,41,none,own,2,skilled,2,1,1,0,0,0
0.0,24,existing_current,furniture/equipment,3234,100.0,1,4,none,4,real_estate,23,none,rent,1,unskilled_nonresid,1,1,1,1,1,1
,30,current_other,radio/television,5954,100.0,7,3,co-applicant,2,car,38,none,own,1,skilled,1,0,1,0,0,0
,24,existing_current,car (used),5433,,0,2,none,4,agreement,26,none,rent,1,management,1,1,1,0,1,1
0.0,15,existing_current,business,806,100.0,4,4,none,4,agreement,22,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,9,existing_current,radio/television,1082,100.0,10,4,none,4,car,27,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,15,current_other,furniture/equipment,2788,100.0,7,2,co-applicant,3,car,24,bank,own,2,skilled,1,0,1,0,1,1
100.0,12,existing_current,radio/television,2930,100.0,7,2,none,1,real_estate,27,none,own,1,skilled,1,0,1,0,1,1
,24,current_other,education,1927,,4,3,none,2,car,33,none,own,2,skilled,1,1,1,0,1,1
,24,existing_current,retraining,937,100.0,1,4,none,3,car,27,none,own,2,unskilled_nonresid,1,0,1,0,0,1
100.0,18,current_other,car (new),1056,100.0,10,3,guarantor,3,real_estate,30,bank,own,2,skilled,1,0,1,1,0,0
100.0,12,current_other,car (new),3124,100.0,1,1,none,3,real_estate,49,bank,own,2,unskilled_nonresid,2,0,1,0,0,0
,9,existing_current,furniture/equipment,1388,100.0,4,4,none,2,real_estate,26,none,rent,1,skilled,1,0,1,0,1,1
,12,existing_current,car (new),2133,,10,4,none,4,no_property,52,none,for free,1,management,1,1,1,0,1,1
0.0,18,existing_current,furniture/equipment,2039,100.0,4,1,none,4,real_estate,20,bank,rent,1,skilled,1,0,1,1,1,1
0.0,9,current_other,car (new),2799,100.0,4,2,none,2,real_estate,36,none,rent,2,skilled,2,0,1,0,0,0
0.0,12,existing_current,furniture/equipment,1289,100.0,4,4,guarantor,1,agreement,21,none,own,1,unskilled_nonresid,1,0,1,0,0,0
0.0,18,existing_current,domestic appliances,1217,100.0,4,4,none,3,real_estate,47,none,own,1,unskilled_nonresid,1,1,1,1,0,1
0.0,12,current_other,furniture/equipment,2246,100.0,10,3,none,3,agreement,60,none,own,2,skilled,1,0,1,1,0,0
0.0,12,current_other,radio/television,385,100.0,7,4,none,3,real_estate,58,none,own,4,unskilled_nonresid,1,1,1,0,1,1
100.0,24,delinquent,car (new),1965,,4,4,none,4,car,42,none,rent,2,skilled,1,1,1,0,1,1
,21,existing_current,business,1572,1500.0,10,4,none,4,real_estate,36,bank,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,24,existing_current,car (new),2718,100.0,4,3,none,4,agreement,20,none,rent,1,unskilled_nonresid,1,1,1,1,1,1
0.0,24,current_bank,others,1358,,10,4,none,3,car,40,stores,own,1,management,1,1,1,1,0,0
100.0,6,current_bank,car (new),931,500.0,1,1,none,1,agreement,32,stores,own,1,unskilled_nonresid,1,0,1,1,1,1
0.0,24,existing_current,car (new),1442,100.0,7,4,none,4,car,23,none,rent,2,skilled,1,0,1,1,1,1
,18,current_other,car (new),2775,100.0,7,2,none,2,agreement,31,bank,own,2,skilled,1,0,1,1,0,0
,24,delinquent,business,3863,100.0,4,1,none,2,no_property,32,none,for free,1,skilled,1,0,1,0,0,0
100.0,7,existing_current,radio/television,2329,100.0,1,1,guarantor,1,real_estate,45,none,own,1,skilled,1,0,1,0,1,1
100.0,9,existing_current,furniture/equipment,918,100.0,4,4,none,1,agreement,30,none,own,1,skilled,1,0,1,1,1,1
,36,existing_current,furniture/equipment,3349,100.0,4,4,none,2,car,28,none,own,1,management,1,1,1,1,1,1
200.0,10,existing_current,furniture/equipment,1275,100.0,1,4,none,2,agreement,23,none,own,1,skilled,1,0,1,0,1,1
0.0,24,current_bank,furniture/equipment,2828,1000.0,4,4,none,4,real_estate,22,stores,own,1,skilled,1,1,1,0,0,0
,24,current_other,business,4526,100.0,4,3,none,2,real_estate,74,none,own,1,management,1,1,1,0,0,0
100.0,36,existing_current,radio/television,2671,500.0,4,4,co-applicant,4,no_property,50,none,for free,1,skilled,1,0,1,1,1,1
,18,existing_current,radio/television,2051,100.0,1,4,none,1,real_estate,33,none,own,1,skilled,1,0,1,0,0,0
,15,existing_current,car (used),1300,,10,4,none,4,no_property,45,bank,for free,1,skilled,2,0,1,0,0,0
0.0,12,existing_current,domestic appliances,741,500.0,0,4,none,3,agreement,22,none,own,1,skilled,1,0,1,1,1,1
200.0,10,existing_current,car (new),1240,500.0,10,1,none,4,no_property,48,none,for free,1,unskilled_nonresid,2,0,1,1,1,1
0.0,21,existing_current,radio/television,3357,1500.0,1,4,none,2,car,29,bank,own,1,skilled,1,0,1,0,1,1
0.0,24,current_bank,car (used),3632,100.0,4,1,guarantor,4,car,22,bank,rent,1,skilled,1,0,0,0,1,1
,18,delinquent,furniture/equipment,1808,100.0,7,4,none,1,real_estate,22,none,own,1,skilled,1,0,1,1,1,1
100.0,48,no_credit,business,12204,,4,2,none,2,car,48,bank,own,1,management,1,1,1,0,0,0
100.0,60,delinquent,radio/television,9157,,4,2,none,2,no_property,27,none,for free,1,management,1,0,1,0,0,0
0.0,6,current_other,car (new),3676,100.0,4,1,none,3,real_estate,37,none,rent,3,skilled,2,0,1,0,0,0
100.0,30,existing_current,furniture/equipment,3441,500.0,4,2,co-applicant,4,car,21,none,rent,1,skilled,1,0,1,1,1,1
,12,existing_current,car (new),640,100.0,4,4,none,2,real_estate,49,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,21,current_other,business,3652,100.0,7,2,none,3,agreement,27,none,own,2,skilled,1,0,1,0,0,0
,18,current_other,car (new),1530,100.0,4,3,none,2,agreement,32,bank,own,2,skilled,1,0,1,1,0,0
,48,existing_current,business,3914,,4,4,none,2,real_estate,38,bank,own,1,skilled,1,0,1,1,1,1
0.0,12,existing_current,furniture/equipment,1858,100.0,1,4,none,1,car,22,none,rent,1,skilled,1,0,1,0,1,1
0.0,18,existing_current,radio/television,2600,100.0,4,4,none,4,no_property,65,none,for free,2,skilled,1,0,1,1,0,0
,15,existing_current,radio/television,1979,,10,4,none,2,car,35,none,own,1,skilled,1,0,1,0,0,0
200.0,6,existing_current,furniture/equipment,2116,100.0,4,2,none,2,real_estate,41,none,own,1,skilled,1,1,1,0,0,0
100.0,9,current_bank,car (new),1437,500.0,7,2,none,3,no_property,29,none,own,1,skilled,1,0,1,1,0,0
,42,current_other,furniture/equipment,4042,1000.0,4,4,none,4,real_estate,36,none,own,2,skilled,1,1,1,0,0,0
,9,existing_current,education,3832,,10,1,none,4,real_estate,64,none,own,1,unskilled_nonresid,1,0,1,0,0,0
0.0,24,existing_current,radio/television,3660,100.0,4,2,none,4,car,28,none,own,1,skilled,1,0,1,0,1,1
0.0,18,current_bank,furniture/equipment,1553,100.0,4,4,none,3,car,44,bank,own,1,skilled,1,0,1,1,0,0
100.0,15,existing_current,radio/television,1444,,1,4,none,1,agreement,23,none,own,1,skilled,1,0,1,0,0,0
,9,existing_current,furniture/equipment,1980,100.0,1,2,co-applicant,2,car,19,none,rent,2,skilled,1,0,1,1,1,1
100.0,24,existing_current,car (new),1355,100.0,1,3,none,4,car,25,none,own,1,unskilled_nonresid,1,1,1,1,1,1
,12,existing_current,education,1393,100.0,10,4,none,4,agreement,47,bank,own,3,skilled,2,1,1,0,0,0
,24,existing_current,radio/television,1376,1000.0,7,4,none,1,car,28,none,own,1,skilled,1,0,1,0,1,1
,60,delinquent,radio/television,15653,100.0,7,2,none,4,car,21,none,own,2,skilled,1,1,1,0,0,0
,12,existing_current,radio/television,1493,100.0,1,4,none,3,car,34,none,own,1,skilled,2,0,1,0,1,1
0.0,42,delinquent,radio/television,4370,100.0,7,3,none,2,agreement,26,bank,own,2,skilled,2,1,1,1,0,0
100.0,15,existing_current,repairs,1308,100.0,10,4,none,4,car,38,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,15,existing_current,education,4623,500.0,4,3,none,2,agreement,40,none,own,1,management,1,1,1,1,0,0
,24,current_other,radio/television,1851,100.0,7,4,guarantor,2,car,33,none,own,2,skilled,1,1,1,0,0,1
0.0,18,current_other,radio/television,1880,100.0,7,4,none,1,agreement,32,none,own,2,management,1,1,1,0,0,1
,36,delinquent,business,7980,,1,4,none,4,car,27,none,rent,2,skilled,1,1,1,1,0,0
0.0,30,no_credit,furniture/equipment,4583,100.0,4,2,guarantor,2,real_estate,32,none,own,2,skilled,1,0,1,0,1,1
,12,existing_current,car (new),1386,1000.0,4,2,none,2,agreement,26,none,own,1,skilled,1,0,1,1,1,1
200.0,24,existing_current,car (new),947,100.0,7,4,none,3,no_property,38,bank,for free,1,skilled,2,0,1,1,0,0
100.0,12,existing_current,furniture/equipment,1922,100.0,4,4,none,2,agreement,37,none,own,1,unskilled_nonresid,1,0,1,1,0,0
0.0,24,existing_current,car (new),2303,100.0,10,4,co-applicant,1,real_estate,45,none,own,1,skilled,1,0,1,1,0,0
100.0,36,delinquent,car (new),8086,500.0,10,2,none,4,car,42,none,own,4,management,1,1,1,1,0,0
,24,current_other,car (used),2346,100.0,7,4,none,3,car,35,none,own,2,skilled,1,1,1,0,0,0
0.0,14,existing_current,car (new),3973,100.0,0,1,none,4,no_property,22,none,for free,1,skilled,1,0,1,0,0,0
100.0,12,existing_current,car (new),888,100.0,10,4,none,4,car,41,bank,own,1,unskilled_nonresid,2,0,1,1,0,0
,48,existing_current,radio/television,10222,,7,4,none,3,car,37,stores,own,1,skilled,1,1,1,0,0,0
100.0,18,current_other,furniture/equipment,6361,100.0,10,2,none,1,no_property,41,none,own,1,skilled,1,1,1,0,0,0
200.0,12,existing_current,radio/television,1297,100.0,4,3,none,4,real_estate,23,none,rent,1,skilled,1,0,1,0,0,1
0.0,12,existing_current,car (new),900,,4,4,none,2,car,23,none,own,1,skilled,1,0,1,1,0,1
,21,existing_current,furniture/equipment,2241,100.0,10,4,none,2,real_estate,50,none,own,2,skilled,1,0,1,0,0,0
100.0,6,delinquent,furniture/equipment,1050,100.0,0,4,none,1,agreement,35,stores,own,2,management,1,1,1,0,0,0
200.0,6,current_other,education,1047,100.0,4,2,none,4,agreement,50,none,own,1,unskilled_nonresid,1,0,1,0,1,1
,24,current_other,others,6314,100.0,0,4,co-applicant,2,no_property,27,bank,own,2,management,1,1,1,0,0,0
,48,current_bank,business,3609,100.0,4,1,none,1,real_estate,27,stores,own,1,skilled,1,0,1,0,1,1
0.0,12,current_other,car (new),4843,100.0,10,3,co-applicant,4,agreement,43,none,rent,2,skilled,1,1,1,1,0,0
200.0,30,current_other,radio/television,3017,100.0,10,4,none,4,agreement,47,none,own,1,skilled,1,0,1,0,0,0
,24,current_other,business,4139,500.0,4,3,none,3,agreement,27,none,own,2,unskilled_nonresid,1,1,1,0,0,0
,36,existing_current,business,5742,500.0,7,2,none,2,car,31,none,own,2,skilled,1,1,1,0,0,0
,60,existing_current,car (new),10366,100.0,10,2,none,4,agreement,42,none,own,1,management,1,1,1,0,0,0
,6,current_other,car (new),2080,1000.0,4,1,none,2,car,24,none,own,1,skilled,1,0,1,0,0,1
,21,delinquent,business,2580,1000.0,1,4,none,2,real_estate,41,bank,own,1,unskilled_nonresid,2,0,1,1,0,0
,30,current_other,radio/television,4530,100.0,7,4,none,4,car,26,none,rent,1,management,1,1,1,0,1,1
,24,current_other,furniture/equipment,5150,100.0,10,4,none,4,car,33,none,own,1,skilled,1,1,1,0,0,0
100.0,72,existing_current,radio/television,5595,500.0,4,2,none,2,car,24,none,own,1,skilled,1,0,1,1,0,1
0.0,24,existing_current,radio/television,2384,100.0,10,4,none,4,real_estate,64,bank,rent,1,unskilled_nonresid,1,0,1,0,0,0
,18,existing_current,radio/television,1453,100.0,1,3,none,1,real_estate,26,none,own,1,skilled,1,0,1,0,1,1
,6,existing_current,education,1538,100.0,1,1,none,2,no_property,56,none,own,1,skilled,1,0,1,0,1,1
,12,existing_current,radio/television,2279,,4,4,none,4,no_property,37,none,for free,1,skilled,1,1,1,0,0,0
,15,delinquent,radio/television,1478,100.0,4,4,none,3,real_estate,33,bank,own,2,skilled,1,0,1,0,0,1
,24,current_other,radio/television,5103,100.0,1,3,none,3,no_property,47,none,for free,3,skilled,1,1,1,0,0,1
100.0,36,delinquent,business,9857,500.0,7,1,none,3,agreement,31,none,own,2,unskilled_nonresid,2,1,1,0,0,0
,60,existing_current,car (new),6527,,4,4,none,4,no_property,34,none,for free,1,skilled,2,1,1,0,0,0
200.0,10,current_other,radio/television,1347,,7,4,none,2,agreement,27,none,own,2,skilled,1,1,1,0,0,0
,9,existing_current,radio/television,2753,500.0,10,3,co-applicant,4,car,35,none,own,1,skilled,1,1,1,0,0,0
0.0,12,existing_current,car (new),3651,1500.0,4,1,none,3,agreement,31,none,own,1,skilled,2,0,1,0,0,0
0.0,15,current_other,furniture/equipment,975,100.0,4,2,none,3,agreement,25,none,own,2,skilled,1,0,1,0,1,1
100.0,15,existing_current,repairs,2631,500.0,4,3,none,2,real_estate,25,none,own,1,unskilled_nonresid,1,0,1,0,1,1
100.0,24,existing_current,radio/television,2896,500.0,1,2,none,1,car,29,none,own,1,skilled,1,0,1,0,0,0
0.0,6,current_other,car (new),4716,,1,1,none,3,real_estate,44,none,own,2,unskilled_nonresid,2,0,1,0,0,0
,24,existing_current,radio/television,2284,100.0,7,4,none,2,car,28,none,own,1,skilled,1,1,1,0,0,0
,6,existing_current,car (used),1236,1000.0,4,2,none,4,agreement,50,none,rent,1,skilled,1,0,1,0,0,0
100.0,12,existing_current,radio/television,1103,100.0,7,4,guarantor,3,real_estate,29,none,own,2,skilled,1,0,0,0,0,0
,12,current_other,car (new),926,100.0,0,1,none,2,agreement,38,none,own,1,unskilled_resid,1,0,1,0,1,1
,18,current_other,radio/television,1800,100.0,4,4,none,2,car,24,none,own,2,skilled,1,0,1,0,0,0
200.0,15,existing_current,education,1905,100.0,10,4,none,4,car,40,none,rent,1,management,1,1,1,0,0,0
,12,existing_current,furniture/equipment,1123,1000.0,4,4,none,4,car,29,none,rent,1,unskilled_nonresid,1,0,1,1,1,1
0.0,48,current_other,car (used),6331,100.0,10,4,none,4,no_property,46,none,for free,2,skilled,1,1,1,1,0,0
200.0,24,existing_current,radio/television,1377,500.0,10,4,none,2,no_property,47,none,for free,1,skilled,1,1,1,0,1,1
100.0,30,delinquent,business,2503,500.0,10,4,none,2,agreement,41,stores,own,2,skilled,1,0,1,0,0,0
,15,existing_current,car (new),5324,1000.0,10,1,none,4,no_property,35,none,for free,1,skilled,1,0,1,0,1,1
100.0,48,existing_current,car (new),6560,500.0,7,3,none,2,agreement,24,none,own,1,skilled,1,0,1,1,0,0
100.0,9,existing_current,radio/television,1206,100.0,10,4,none,4,real_estate,25,none,own,1,skilled,1,0,1,0,1,1
100.0,9,existing_current,radio/television,2118,100.0,4,2,none,2,real_estate,37,none,own,1,unskilled_nonresid,2,0,1,0,0,0
,18,current_other,radio/television,629,1000.0,10,4,none,3,agreement,32,bank,own,2,management,1,1,1,0,0,0
,21,existing_current,car (used),2476,,10,4,none,4,real_estate,46,none,own,1,management,1,1,1,0,0,0
0.0,9,current_other,radio/television,1138,100.0,4,4,none,4,real_estate,25,none,own,2,unskilled_nonresid,1,0,1,0,0,0
,30,current_other,car (used),7596,,10,1,none,4,car,63,none,own,2,skilled,1,0,1,0,0,0
,30,current_other,radio/television,3077,,10,3,none,2,car,40,none,own,2,skilled,2,1,1,0,0,0
,18,existing_current,radio/television,1505,100.0,4,4,none,2,no_property,32,none,for free,1,management,1,1,1,0,0,0
200.0,24,current_other,radio/television,3148,,4,3,none,2,car,31,none,own,2,skilled,1,1,1,0,0,0
100.0,20,no_credit,car (used),6148,500.0,10,3,none,4,car,31,bank,own,2,skilled,1,1,1,0,0,1
200.0,9,no_credit,radio/television,1337,100.0,1,4,none,2,car,34,none,own,2,management,1,1,1,1,0,0
0.0,12,existing_current,car (new),1228,100.0,4,4,none,2,real_estate,24,none,own,1,unskilled_nonresid,1,0,1,1,1,1
100.0,9,existing_current,radio/television,790,1000.0,4,4,none,3,real_estate,66,none,own,1,unskilled_nonresid,1,0,1,0,1,1
,27,existing_current,car (new),2570,100.0,4,3,none,3,real_estate,21,none,rent,1,skilled,1,0,1,1,1,1
,6,current_other,car (new),250,1500.0,4,2,none,2,real_estate,41,bank,own,2,unskilled_nonresid,1,0,1,0,1,1
,15,current_other,radio/television,1316,1000.0,4,2,none,2,agreement,47,none,own,2,unskilled_nonresid,1,0,1,0,0,1
0.0,18,existing_current,radio/television,1882,100.0,4,4,none,4,car,25,bank,rent,2,skilled,1,0,1,1,1,1
200.0,24,current_other,business,1275,1500.0,4,2,none,4,real_estate,36,none,own,2,skilled,1,1,1,0,1,1
100.0,24,delinquent,radio/television,6403,100.0,1,1,none,2,car,33,none,own,1,skilled,1,0,1,0,0,0
0.0,24,existing_current,radio/television,1987,100.0,4,2,none,4,real_estate,21,none,rent,1,unskilled_nonresid,2,0,1,1,0,0
100.0,8,existing_current,radio/television,760,100.0,7,4,guarantor,2,real_estate,44,none,own,1,unskilled_nonresid,1,0,1,0,1,1
,24,existing_current,car (used),2603,1500.0,4,2,none,4,car,28,none,rent,1,skilled,1,1,1,0,1,1
,4,current_other,car (new),3380,100.0,7,1,none,1,real_estate,37,none,own,1,skilled,2,0,1,0,1,1
100.0,24,existing_current,car (used),11560,100.0,4,1,none,4,car,23,none,rent,2,management,1,0,1,1,1,1
0.0,18,existing_current,car (new),4380,500.0,4,3,none,4,car,35,none,own,1,unskilled_nonresid,2,1,1,0,0,0
,6,current_other,car (new),6761,100.0,7,1,none,3,no_property,45,none,own,2,management,2,1,1,0,0,0
,21,existing_current,radio/television,3160,,10,4,none,3,agreement,41,none,own,1,skilled,1,1,1,0,0,0
0.0,24,current_bank,furniture/equipment,2483,1000.0,4,4,none,4,real_estate,22,stores,own,1,skilled,1,1,1,0,0,0
0.0,39,current_other,furniture/equipment,14179,,7,4,none,4,agreement,30,none,own,2,management,1,1,1,0,0,0
0.0,13,current_other,business,1797,100.0,1,3,none,1,agreement,28,bank,own,2,unskilled_nonresid,1,0,1,0,0,0
0.0,15,existing_current,car (new),2511,100.0,0,1,none,4,car,23,none,rent,1,skilled,1,0,1,0,1,1
0.0,12,existing_current,car (new),1274,100.0,1,3,none,1,real_estate,37,none,own,1,unskilled_nonresid,1,0,1,1,1,1
,21,existing_current,car (used),5248,,4,1,none,3,car,26,none,own,1,skilled,1,0,1,0,0,0
,15,existing_current,car (used),3029,100.0,7,2,none,2,car,33,none,own,1,skilled,1,0,1,0,0,0
0.0,6,existing_current,furniture/equipment,428,100.0,10,2,none,1,agreement,49,bank,own,1,skilled,1,1,1,0,1,1
0.0,18,existing_current,car (new),976,100.0,1,1,none,2,car,23,none,own,1,unskilled_nonresid,1,0,1,1,1,1
100.0,12,existing_current,business,841,500.0,7,2,none,4,real_estate,23,none,rent,1,unskilled_nonresid,1,0,1,0,1,1
,30,current_other,radio/television,5771,100.0,7,4,none,2,car,25,none,own,2,skilled,1,0,1,0,1,1
,12,delinquent,repairs,1555,1500.0,10,4,none,4,no_property,55,none,for free,2,skilled,2,0,1,1,0,0
0.0,24,existing_current,car (new),1285,,7,4,none,4,no_property,32,none,rent,1,skilled,1,0,1,1,1,1
200.0,6,current_other,car (new),1299,100.0,4,1,none,1,real_estate,74,none,own,3,unskilled_resid,2,0,0,0,0,0
200.0,15,current_other,radio/television,1271,,4,3,none,4,no_property,39,none,for free,2,skilled,1,1,1,1,0,0
,24,existing_current,car (new),1393,100.0,4,2,guarantor,2,real_estate,31,none,own,1,skilled,1,1,1,0,0,0
0.0,12,current_other,car (new),691,100.0,10,4,none,3,agreement,35,none,own,2,skilled,1,0,1,1,0,0
,15,current_other,car (new),5045,,10,1,none,4,car,59,none,own,1,skilled,1,1,1,0,1,1
0.0,18,current_other,furniture/equipment,2124,100.0,4,4,none,4,real_estate,24,none,rent,2,skilled,1,0,1,1,1,1
0.0,12,existing_current,radio/television,2214,100.0,4,4,none,3,agreement,24,none,own,1,unskilled_nonresid,1,0,1,0,0,0
,21,current_other,car (new),12680,,10,4,none,4,no_property,30,none,for free,1,management,1,1,1,1,0,0
,24,current_other,car (new),2463,500.0,7,4,none,3,agreement,27,none,own,2,skilled,1,1,1,0,0,1
100.0,12,existing_current,radio/television,1155,100.0,10,3,guarantor,3,real_estate,40,bank,own,2,unskilled_nonresid,1,0,1,0,0,1
0.0,30,existing_current,furniture/equipment,3108,100.0,1,2,none,4,agreement,31,none,own,1,unskilled_nonresid,1,0,1,1,1,1
,10,existing_current,car (used),2901,,1,1,none,4,real_estate,31,none,rent,1,skilled,1,0,1,0,1,1
100.0,12,current_other,furniture/equipment,3617,100.0,10,1,none,4,car,28,none,rent,3,skilled,1,1,1,0,0,0
,12,current_other,radio/television,1655,100.0,10,2,none,4,real_estate,63,none,own,2,unskilled_nonresid,1,1,1,0,0,0
0.0,24,existing_current,car (used),2812,,10,2,none,4,real_estate,26,none,rent,1,skilled,1,0,1,0,1,1
0.0,36,current_other,education,8065,100.0,4,3,none,2,no_property,25,none,own,2,management,1,1,1,1,1,1
,21,current_other,car (used),3275,100.0,10,1,none,4,car,36,none,own,1,management,1,1,1,0,0,0
,24,current_other,radio/television,2223,500.0,10,4,none,4,agreement,52,bank,own,2,skilled,1,0,1,0,0,0
200.0,12,current_other,car (new),1480,1000.0,0,2,none,4,no_property,66,bank,for free,3,unskilled_resid,1,0,1,0,0,0
0.0,24,existing_current,car (new),1371,,4,4,none,4,real_estate,25,none,rent,1,skilled,1,0,1,1,1,1
,36,current_other,car (new),3535,100.0,7,4,none,4,car,37,none,own,2,skilled,1,1,1,0,0,0
0.0,18,existing_current,radio/television,3509,100.0,7,4,guarantor,1,real_estate,25,none,own,1,skilled,1,0,1,0,1,1
,36,current_other,car (used),5711,1500.0,10,4,none,2,car,38,none,own,2,management,1,1,1,0,0,0
100.0,18,existing_current,repairs,3872,100.0,0,2,none,4,car,67,none,own,1,skilled,1,1,1,0,1,1
